team_abbreviation,game_date,wl,min,pts,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,over_100
MEM,2024-03-04,W,241,106,38,82,0.463,12,37,0.324,18,22,0.818,S
UTA,2024-03-04,W,240,127,49,101,0.485,16,40,0.4,13,15,0.867,S
SAS,2024-03-03,W,239,117,46,85,0.541,10,25,0.4,15,19,0.789,S
PHI,2024-03-03,W,239,120,40,88,0.455,11,37,0.297,29,31,0.935,S
PHX,2024-03-03,L,240,110,40,91,0.44,14,39,0.359,16,18,0.889,S
GSW,2024-03-03,L,240,88,36,92,0.391,7,41,0.171,9,13,0.692,N
BOS,2024-03-03,W,240,140,53,96,0.552,25,49,0.51,9,11,0.818,S
DET,2024-03-03,L,241,91,33,86,0.384,8,36,0.222,17,20,0.85,N
MIN,2024-03-03,L,239,88,31,80,0.388,9,33,0.273,17,18,0.944,N
CHA,2024-03-03,L,241,106,43,92,0.467,8,27,0.296,12,16,0.75,S
DAL,2024-03-03,L,239,116,40,86,0.465,16,41,0.39,20,23,0.87,S
ORL,2024-03-03,W,239,113,43,72,0.597,7,23,0.304,20,25,0.8,S
CLE,2024-03-03,L,241,98,39,87,0.448,17,44,0.386,3,8,0.375,N
OKC,2024-03-03,W,240,118,49,102,0.48,9,31,0.29,11,15,0.733,S
TOR,2024-03-03,W,240,111,42,91,0.462,13,38,0.342,14,18,0.778,S
IND,2024-03-03,L,240,105,41,93,0.441,6,30,0.2,17,21,0.81,S
NYK,2024-03-03,W,239,107,42,86,0.488,16,39,0.41,7,10,0.7,S
LAC,2024-03-03,W,239,89,32,85,0.376,10,34,0.294,15,17,0.882,N
PHX,2024-03-02,L,239,109,39,85,0.459,9,29,0.31,22,29,0.759,S
MEM,2024-03-02,L,265,100,30,83,0.361,15,40,0.375,25,33,0.758,N
HOU,2024-03-02,W,240,118,42,96,0.438,16,42,0.381,18,26,0.692,S
MIA,2024-03-02,W,241,126,46,88,0.523,13,34,0.382,21,25,0.84,S
BKN,2024-03-02,W,239,114,41,88,0.466,15,32,0.469,17,22,0.773,S
UTA,2024-03-02,L,240,120,42,87,0.483,14,35,0.4,22,26,0.846,S
POR,2024-03-02,W,266,107,39,92,0.424,11,35,0.314,18,24,0.75,S
ATL,2024-03-02,L,241,102,37,87,0.425,11,34,0.324,17,23,0.739,S
LAL,2024-03-02,L,241,114,47,89,0.528,12,29,0.414,8,11,0.727,S
DEN,2024-03-02,W,240,124,54,92,0.587,11,26,0.423,5,7,0.714,S
MIN,2024-03-01,L,267,120,42,85,0.494,12,31,0.387,24,32,0.75,S
GSW,2024-03-01,W,241,120,44,98,0.449,18,44,0.409,14,18,0.778,S
PHI,2024-03-01,W,239,121,46,96,0.479,19,44,0.432,10,11,0.909,S
CHA,2024-03-01,L,240,114,43,84,0.512,14,33,0.424,14,17,0.824,S
MIL,2024-03-01,W,240,113,37,86,0.43,15,46,0.326,24,32,0.75,S
SAC,2024-03-01,W,265,124,50,100,0.5,11,29,0.379,13,24,0.542,S
TOR,2024-03-01,L,240,105,41,95,0.432,12,45,0.267,11,17,0.647,S
NOP,2024-03-01,W,241,129,48,86,0.558,15,32,0.469,18,26,0.692,S
CLE,2024-03-01,W,240,110,33,83,0.398,18,41,0.439,26,30,0.867,S
DAL,2024-03-01,L,240,110,44,94,0.468,9,34,0.265,13,18,0.722,S
POR,2024-03-01,W,239,122,48,92,0.522,13,31,0.419,13,16,0.813,S
MEM,2024-03-01,L,241,92,35,79,0.443,9,24,0.375,13,22,0.591,N
WAS,2024-03-01,L,240,115,46,98,0.469,12,34,0.353,11,15,0.733,S
DET,2024-03-01,L,240,100,33,89,0.371,10,36,0.278,24,28,0.857,N
IND,2024-03-01,L,241,102,40,95,0.421,10,32,0.313,12,18,0.667,S
CHI,2024-03-01,L,240,97,36,86,0.419,11,27,0.407,14,16,0.875,N
LAC,2024-03-01,W,238,140,54,94,0.574,13,32,0.406,19,25,0.76,S
BOS,2024-03-01,W,240,138,52,94,0.553,21,43,0.488,13,13,1.0,S
SAS,2024-02-29,W,240,132,48,91,0.527,19,39,0.487,17,20,0.85,S
HOU,2024-02-29,L,241,105,33,99,0.333,11,45,0.244,28,31,0.903,S
CHA,2024-02-29,L,240,99,36,82,0.439,12,39,0.308,15,20,0.75,N
UTA,2024-02-29,L,242,107,34,80,0.425,16,37,0.432,23,28,0.821,S
LAL,2024-02-29,W,265,134,53,101,0.525,8,23,0.348,20,24,0.833,S
PHX,2024-02-29,W,240,110,36,89,0.404,13,37,0.351,25,37,0.676,S
MIA,2024-02-29,L,240,97,35,83,0.422,7,26,0.269,20,24,0.833,N
DEN,2024-02-29,W,239,103,36,84,0.429,12,34,0.353,19,21,0.905,S
NYK,2024-02-29,L,239,99,35,95,0.368,12,39,0.308,17,24,0.708,N
GSW,2024-02-29,W,242,110,44,98,0.449,14,44,0.318,8,16,0.5,S
OKC,2024-02-29,L,239,118,44,89,0.494,9,31,0.29,21,22,0.955,S
ORL,2024-02-29,W,240,115,42,77,0.545,10,30,0.333,21,31,0.677,S
MIL,2024-02-29,W,239,111,39,86,0.453,16,39,0.41,17,20,0.85,S
ATL,2024-02-29,L,241,97,37,86,0.43,8,28,0.286,15,21,0.714,N
WAS,2024-02-29,L,264,131,52,102,0.51,17,41,0.415,10,12,0.833,S
BKN,2024-02-29,W,241,124,46,90,0.511,22,46,0.478,10,13,0.769,S
SAC,2024-02-28,L,239,96,38,95,0.4,12,35,0.343,8,13,0.615,N
TOR,2024-02-28,L,240,125,46,98,0.469,13,35,0.371,20,30,0.667,S
NOP,2024-02-28,L,240,114,42,90,0.467,11,29,0.379,19,23,0.826,S
DEN,2024-02-28,W,241,117,46,86,0.535,15,35,0.429,10,11,0.909,S
CLE,2024-02-28,L,289,123,45,104,0.433,22,54,0.407,11,19,0.579,S
IND,2024-02-28,W,241,123,50,102,0.49,14,38,0.368,9,9,1.0,S
DAL,2024-02-28,W,240,136,52,96,0.542,15,43,0.349,17,21,0.81,S
LAC,2024-02-28,L,239,112,45,89,0.506,10,37,0.27,12,16,0.75,S
MEM,2024-02-28,L,241,101,36,93,0.387,11,37,0.297,18,20,0.9,S
CHI,2024-02-28,W,291,132,44,110,0.4,13,37,0.351,31,38,0.816,S
LAL,2024-02-28,W,240,116,47,86,0.547,14,36,0.389,8,10,0.8,S
MIN,2024-02-28,W,241,110,39,79,0.494,14,35,0.4,18,22,0.818,S
ATL,2024-02-27,W,239,124,46,93,0.495,12,32,0.375,20,23,0.87,S
CHI,2024-02-27,L,240,95,39,98,0.398,2,29,0.069,15,18,0.833,N
BOS,2024-02-27,W,240,117,39,74,0.527,5,22,0.227,34,37,0.919,S
DET,2024-02-27,W,240,105,37,75,0.493,14,37,0.378,17,23,0.739,S
MIL,2024-02-27,W,238,123,46,89,0.517,16,40,0.4,15,18,0.833,S
MIN,2024-02-27,W,239,114,43,93,0.462,13,31,0.419,15,17,0.882,S
NOP,2024-02-27,W,241,115,39,77,0.506,18,34,0.529,19,23,0.826,S
PHI,2024-02-27,L,240,99,37,94,0.394,14,42,0.333,11,12,0.917,N
HOU,2024-02-27,L,239,95,37,95,0.389,9,39,0.231,12,18,0.667,N
MIA,2024-02-27,W,239,106,37,70,0.529,14,26,0.538,18,26,0.692,S
CHA,2024-02-27,L,241,85,30,81,0.37,11,40,0.275,14,17,0.824,N
ORL,2024-02-27,W,240,108,39,74,0.527,9,25,0.36,21,25,0.84,S
OKC,2024-02-27,W,241,112,44,93,0.473,10,27,0.37,14,18,0.778,S
GSW,2024-02-27,W,240,123,47,94,0.5,21,46,0.457,8,11,0.727,S
POR,2024-02-27,L,240,96,35,86,0.407,10,31,0.323,16,19,0.842,N
UTA,2024-02-27,L,240,97,35,94,0.372,11,38,0.289,16,19,0.842,N
CLE,2024-02-27,W,240,121,44,83,0.53,20,40,0.5,13,18,0.722,S
DAL,2024-02-27,L,240,119,48,91,0.527,14,33,0.424,9,15,0.6,S
WAS,2024-02-27,L,239,112,46,93,0.495,12,35,0.343,8,10,0.8,S
NYK,2024-02-27,L,241,92,31,83,0.373,14,46,0.304,16,23,0.696,N
BKN,2024-02-27,L,239,81,31,79,0.392,8,31,0.258,11,14,0.786,N
SAS,2024-02-27,L,240,105,39,82,0.476,16,41,0.39,11,15,0.733,S
IND,2024-02-26,L,241,122,46,100,0.46,13,42,0.31,17,23,0.739,S
DET,2024-02-26,L,241,111,38,79,0.481,14,30,0.467,21,26,0.808,S
MEM,2024-02-26,L,240,86,29,75,0.387,7,26,0.269,21,26,0.808,N
TOR,2024-02-26,W,241,130,53,96,0.552,12,28,0.429,12,17,0.706,S
MIA,2024-02-26,W,240,121,45,87,0.517,11,30,0.367,20,25,0.8,S
SAC,2024-02-26,L,241,110,45,85,0.529,13,32,0.406,7,12,0.583,S
NYK,2024-02-26,W,241,113,41,92,0.446,15,39,0.385,16,21,0.762,S
BKN,2024-02-26,W,239,111,44,90,0.489,15,42,0.357,8,14,0.571,S
NOP,2024-02-25,L,240,106,40,88,0.455,16,41,0.39,10,14,0.714,S
CLE,2024-02-25,W,240,114,42,83,0.506,10,32,0.313,20,27,0.741,S
ATL,2024-02-25,W,241,109,41,90,0.456,12,29,0.414,15,17,0.882,S
UTA,2024-02-25,W,242,128,46,90,0.511,17,35,0.486,19,22,0.864,S
PHI,2024-02-25,L,239,98,36,97,0.371,16,46,0.348,10,11,0.909,N
ORL,2024-02-25,L,240,92,35,84,0.417,14,38,0.368,8,18,0.444,N
OKC,2024-02-25,W,241,123,46,97,0.474,17,35,0.486,14,15,0.933,S
LAC,2024-02-25,L,238,107,40,82,0.488,8,27,0.296,19,20,0.95,S
GSW,2024-02-25,L,241,103,35,81,0.432,11,34,0.324,22,29,0.759,S
CHI,2024-02-25,W,240,114,41,95,0.432,13,40,0.325,19,21,0.905,S
SAC,2024-02-25,W,241,123,45,91,0.495,15,37,0.405,18,22,0.818,S
HOU,2024-02-25,L,239,110,38,93,0.409,16,41,0.39,18,23,0.783,S
SAS,2024-02-25,L,240,109,42,91,0.462,13,31,0.419,12,19,0.632,S
WAS,2024-02-25,L,240,105,40,90,0.444,12,40,0.3,13,18,0.722,S
PHX,2024-02-25,W,239,123,44,93,0.473,17,40,0.425,18,19,0.947,S
LAL,2024-02-25,L,240,113,47,90,0.522,15,35,0.429,4,8,0.5,S
MIL,2024-02-25,W,242,119,43,79,0.544,18,37,0.486,15,18,0.833,S
IND,2024-02-25,W,239,133,52,93,0.559,14,36,0.389,15,17,0.882,S
CHA,2024-02-25,W,241,93,37,75,0.493,7,24,0.292,12,17,0.706,N
POR,2024-02-25,L,240,80,33,95,0.347,3,32,0.094,11,16,0.688,N
DAL,2024-02-25,L,240,111,41,87,0.471,14,31,0.452,15,21,0.714,S
DEN,2024-02-25,W,242,119,43,88,0.489,11,32,0.344,22,26,0.846,S
BKN,2024-02-24,L,237,86,35,104,0.337,6,35,0.171,10,11,0.909,N
ORL,2024-02-24,W,238,112,43,87,0.494,12,24,0.5,14,21,0.667,S
DET,2024-02-24,L,240,109,43,85,0.506,14,31,0.452,9,13,0.692,S
BOS,2024-02-24,W,239,116,46,81,0.568,15,35,0.429,9,12,0.75,S
MIN,2024-02-24,W,238,101,36,84,0.429,12,38,0.316,17,23,0.739,S
NYK,2024-02-24,L,240,102,37,82,0.451,13,38,0.342,15,16,0.938,S
MEM,2024-02-23,L,240,95,38,91,0.418,8,35,0.229,11,16,0.688,N
MIN,2024-02-23,L,240,107,43,98,0.439,13,35,0.371,8,13,0.615,S
PHI,2024-02-23,W,240,104,40,90,0.444,12,29,0.414,12,15,0.8,S
CLE,2024-02-23,L,239,97,34,80,0.425,8,27,0.296,21,31,0.677,N
GSW,2024-02-23,W,238,97,38,89,0.427,13,42,0.31,8,10,0.8,N
NOP,2024-02-23,L,242,95,39,104,0.375,7,32,0.219,10,13,0.769,N
OKC,2024-02-23,W,240,147,55,92,0.598,20,40,0.5,17,21,0.81,S
MIA,2024-02-23,W,241,106,38,82,0.463,13,29,0.448,17,25,0.68,S
HOU,2024-02-23,W,240,114,37,93,0.398,15,45,0.333,25,34,0.735,S
SAS,2024-02-23,L,238,118,42,96,0.438,15,38,0.395,19,23,0.826,S
PHX,2024-02-23,L,240,110,38,95,0.4,7,31,0.226,27,35,0.771,S
CHA,2024-02-23,L,241,84,32,88,0.364,11,39,0.282,9,11,0.818,N
MIL,2024-02-23,W,240,112,41,87,0.471,13,37,0.351,17,25,0.68,S
ATL,2024-02-23,L,239,121,46,106,0.434,12,39,0.308,17,24,0.708,S
LAL,2024-02-23,W,241,123,49,95,0.516,11,27,0.407,14,18,0.778,S
DEN,2024-02-23,W,240,127,50,85,0.588,13,33,0.394,14,22,0.636,S
LAC,2024-02-23,W,240,101,37,84,0.44,12,32,0.375,15,17,0.882,S
POR,2024-02-23,L,238,112,46,101,0.455,8,25,0.32,12,18,0.667,S
WAS,2024-02-23,L,244,106,41,104,0.394,9,38,0.237,15,21,0.714,S
TOR,2024-02-23,W,241,123,50,102,0.49,15,39,0.385,8,8,1.0,S
DAL,2024-02-22,W,240,123,43,90,0.478,19,44,0.432,18,21,0.857,S
HOU,2024-02-22,L,240,105,36,82,0.439,15,41,0.366,18,28,0.643,S
IND,2024-02-22,W,240,129,50,94,0.532,13,30,0.433,16,19,0.842,S
NYK,2024-02-22,W,239,110,38,79,0.481,15,34,0.441,19,27,0.704,S
OKC,2024-02-22,W,241,129,50,90,0.556,17,35,0.486,12,17,0.706,S
TOR,2024-02-22,W,240,121,41,84,0.488,14,31,0.452,25,30,0.833,S
UTA,2024-02-22,L,240,107,37,86,0.43,9,39,0.231,24,27,0.889,S
ORL,2024-02-22,W,241,116,43,84,0.512,14,25,0.56,16,18,0.889,S
CHA,2024-02-22,W,240,115,40,92,0.435,20,42,0.476,15,22,0.682,S
SAS,2024-02-22,L,240,122,50,98,0.51,11,25,0.44,11,16,0.688,S
GSW,2024-02-22,W,241,128,50,107,0.467,16,41,0.39,12,14,0.857,S
LAL,2024-02-22,L,241,110,43,88,0.489,10,35,0.286,14,21,0.667,S
WAS,2024-02-22,L,239,110,40,104,0.385,17,38,0.447,13,23,0.565,S
NOP,2024-02-22,W,239,127,50,96,0.521,16,41,0.39,11,18,0.611,S
PHI,2024-02-22,L,239,96,37,84,0.44,10,29,0.345,12,14,0.857,N
DET,2024-02-22,L,240,115,47,89,0.528,12,30,0.4,9,18,0.5,S
DEN,2024-02-22,W,239,130,56,101,0.554,7,31,0.226,11,15,0.733,S
LAC,2024-02-22,L,240,107,42,93,0.452,12,32,0.375,11,13,0.846,S
SAC,2024-02-22,W,240,127,52,93,0.559,13,33,0.394,10,14,0.714,S
CHI,2024-02-22,L,242,112,44,94,0.468,10,28,0.357,14,16,0.875,S
PHX,2024-02-22,L,240,113,40,83,0.482,15,36,0.417,18,24,0.75,S
CLE,2024-02-22,L,240,109,39,70,0.557,10,22,0.455,21,26,0.808,S
BKN,2024-02-22,L,240,93,33,80,0.413,11,37,0.297,16,22,0.727,N
BOS,2024-02-22,W,240,129,45,83,0.542,23,47,0.489,16,21,0.762,S
MIN,2024-02-15,W,239,128,46,89,0.517,11,30,0.367,25,27,0.926,S
POR,2024-02-15,L,238,91,31,83,0.373,8,29,0.276,21,30,0.7,N
UTA,2024-02-15,L,240,137,43,93,0.462,22,49,0.449,29,32,0.906,S
MIL,2024-02-15,L,241,110,42,90,0.467,11,44,0.25,15,20,0.75,S
GSW,2024-02-15,W,239,140,49,92,0.533,20,42,0.476,22,28,0.786,S
MEM,2024-02-15,W,240,113,44,83,0.53,13,26,0.5,12,19,0.632,S
CHA,2024-02-14,W,239,122,44,89,0.494,15,37,0.405,19,20,0.95,S
BOS,2024-02-14,W,240,136,52,91,0.571,22,45,0.489,10,12,0.833,S
PHI,2024-02-14,L,240,104,41,86,0.477,10,35,0.286,12,16,0.75,S
DEN,2024-02-14,L,239,98,35,89,0.393,9,26,0.346,19,22,0.864,N
SAC,2024-02-14,W,242,102,39,89,0.438,9,33,0.273,15,19,0.789,S
CLE,2024-02-14,W,240,108,40,83,0.482,12,37,0.324,16,21,0.762,S
SAS,2024-02-14,L,239,93,36,100,0.36,10,40,0.25,11,15,0.733,N
LAC,2024-02-14,W,240,130,44,88,0.5,13,38,0.342,29,37,0.784,S
GSW,2024-02-14,L,240,125,47,103,0.456,18,47,0.383,13,18,0.722,S
ATL,2024-02-14,L,239,99,36,89,0.404,9,38,0.237,18,20,0.9,N
MIA,2024-02-14,W,239,109,42,88,0.477,11,35,0.314,14,15,0.933,S
DET,2024-02-14,L,241,100,38,99,0.384,10,37,0.27,14,22,0.636,N
TOR,2024-02-14,L,240,125,50,98,0.51,6,26,0.231,19,26,0.731,S
WAS,2024-02-14,L,240,126,44,92,0.478,21,45,0.467,17,20,0.85,S
NOP,2024-02-14,W,240,133,50,89,0.562,10,32,0.313,23,29,0.793,S
UTA,2024-02-14,L,238,122,49,101,0.485,14,45,0.311,10,13,0.769,S
ORL,2024-02-14,W,241,118,48,76,0.632,12,26,0.462,10,11,0.909,S
NYK,2024-02-14,L,240,100,35,84,0.417,11,29,0.379,19,24,0.792,N
MEM,2024-02-14,W,241,121,39,79,0.494,15,35,0.429,28,41,0.683,S
IND,2024-02-14,W,240,127,47,97,0.485,17,41,0.415,16,23,0.696,S
CHI,2024-02-14,L,240,105,38,83,0.458,14,33,0.424,15,17,0.882,S
LAL,2024-02-14,W,240,138,52,91,0.571,14,31,0.452,20,24,0.833,S
PHX,2024-02-14,W,240,116,35,77,0.455,10,31,0.323,36,44,0.818,S
BKN,2024-02-14,L,240,86,31,81,0.383,10,31,0.323,14,15,0.933,N
HOU,2024-02-14,L,239,113,42,102,0.412,11,36,0.306,18,28,0.643,S
DAL,2024-02-14,W,238,116,49,92,0.533,11,30,0.367,7,10,0.7,S
LAL,2024-02-13,W,238,125,43,84,0.512,14,35,0.4,25,30,0.833,S
OKC,2024-02-13,W,240,127,46,84,0.548,13,32,0.406,22,24,0.917,S
SAC,2024-02-13,L,240,125,49,95,0.516,9,31,0.29,18,24,0.75,S
ORL,2024-02-13,L,237,113,41,91,0.451,11,36,0.306,20,25,0.8,S
BKN,2024-02-13,L,241,110,39,79,0.494,15,33,0.455,17,26,0.654,S
MIL,2024-02-13,L,241,97,37,83,0.446,13,39,0.333,10,11,0.909,N
DET,2024-02-13,L,241,111,45,108,0.417,8,28,0.286,13,17,0.765,S
PHX,2024-02-13,W,239,130,44,85,0.518,13,31,0.419,29,36,0.806,S
POR,2024-02-13,L,242,109,39,87,0.448,11,29,0.379,20,25,0.8,S
BOS,2024-02-13,W,239,118,43,83,0.518,15,37,0.405,17,23,0.739,S
MIA,2024-02-13,W,238,123,45,87,0.517,19,40,0.475,14,18,0.778,S
MIN,2024-02-13,W,241,121,39,84,0.464,13,33,0.394,30,34,0.882,S
HOU,2024-02-12,W,240,105,36,80,0.45,10,26,0.385,23,33,0.697,S
TOR,2024-02-12,L,240,99,39,98,0.398,8,31,0.258,13,16,0.813,N
MIN,2024-02-12,W,238,121,46,86,0.535,11,34,0.324,18,19,0.947,S
UTA,2024-02-12,L,238,107,41,92,0.446,11,32,0.344,14,16,0.875,S
SAS,2024-02-12,W,239,122,46,87,0.529,11,30,0.367,19,23,0.826,S
NOP,2024-02-12,W,240,96,32,78,0.41,13,35,0.371,19,24,0.792,N
PHI,2024-02-12,W,241,123,48,88,0.545,11,26,0.423,16,19,0.842,S
LAC,2024-02-12,L,241,100,34,84,0.405,9,28,0.321,23,26,0.885,N
DEN,2024-02-12,L,240,95,36,94,0.383,11,40,0.275,12,17,0.706,N
CHA,2024-02-12,W,241,111,44,82,0.537,10,34,0.294,13,16,0.813,S
MEM,2024-02-12,L,240,87,34,81,0.42,12,44,0.273,7,8,0.875,N
IND,2024-02-12,L,241,102,42,83,0.506,8,30,0.267,10,16,0.625,S
WAS,2024-02-12,L,240,104,44,106,0.415,7,32,0.219,9,15,0.6,S
GSW,2024-02-12,W,239,129,48,100,0.48,20,44,0.455,13,17,0.765,S
ATL,2024-02-12,L,241,126,44,94,0.468,14,43,0.326,24,29,0.828,S
CHI,2024-02-12,W,240,136,51,92,0.554,13,28,0.464,21,29,0.724,S
CLE,2024-02-12,L,240,121,44,92,0.478,13,37,0.351,20,25,0.8,S
MIL,2024-02-12,W,239,112,42,84,0.5,16,34,0.471,12,18,0.667,S
DAL,2024-02-12,W,240,112,43,96,0.448,9,36,0.25,17,26,0.654,S
NYK,2024-02-12,L,240,103,42,92,0.457,12,36,0.333,7,12,0.583,S
BOS,2024-02-11,W,240,110,41,81,0.506,16,39,0.41,12,17,0.706,S
SAC,2024-02-11,L,240,113,44,90,0.489,16,42,0.381,9,13,0.692,S
MIA,2024-02-11,L,240,106,40,97,0.412,12,40,0.3,14,15,0.933,S
OKC,2024-02-11,W,241,127,46,85,0.541,13,27,0.481,22,27,0.815,S
GSW,2024-02-10,W,238,113,45,101,0.446,17,41,0.415,6,11,0.545,S
DAL,2024-02-10,W,239,146,53,91,0.582,15,38,0.395,25,33,0.758,S
HOU,2024-02-10,L,241,113,44,100,0.44,13,43,0.302,12,19,0.632,S
POR,2024-02-10,L,239,84,33,76,0.434,6,21,0.286,12,17,0.706,N
PHX,2024-02-10,L,238,112,43,94,0.457,11,34,0.324,15,16,0.938,S
TOR,2024-02-10,L,239,95,35,87,0.402,9,31,0.29,16,23,0.696,N
ATL,2024-02-10,W,240,122,40,88,0.455,14,41,0.341,28,37,0.757,S
NOP,2024-02-10,W,240,93,36,76,0.474,10,27,0.37,11,16,0.688,N
PHI,2024-02-10,W,239,119,48,100,0.48,8,27,0.296,15,23,0.652,S
CLE,2024-02-10,W,240,119,48,92,0.522,14,41,0.341,9,13,0.692,S
IND,2024-02-10,W,239,125,50,82,0.61,14,29,0.483,11,19,0.579,S
CHI,2024-02-10,L,264,108,43,99,0.434,12,37,0.324,10,14,0.714,S
DET,2024-02-10,L,240,106,45,102,0.441,9,30,0.3,7,7,1.0,S
NYK,2024-02-10,L,240,111,40,84,0.476,10,32,0.313,21,23,0.913,S
ORL,2024-02-10,W,265,114,41,88,0.466,13,39,0.333,19,26,0.731,S
BKN,2024-02-10,W,241,123,49,87,0.563,17,34,0.5,8,11,0.727,S
OKC,2024-02-10,L,241,111,38,98,0.388,17,47,0.362,18,21,0.857,S
CHA,2024-02-10,W,240,115,47,82,0.573,16,31,0.516,5,7,0.714,S
LAC,2024-02-10,W,241,112,37,82,0.451,13,39,0.333,25,26,0.962,S
SAS,2024-02-10,L,240,103,36,91,0.396,11,34,0.324,20,21,0.952,S
WAS,2024-02-10,L,239,113,42,86,0.488,13,35,0.371,16,21,0.762,S
MEM,2024-02-10,L,239,106,43,92,0.467,16,44,0.364,4,8,0.5,S
WAS,2024-02-09,L,241,129,45,95,0.474,20,47,0.426,19,21,0.905,S
LAL,2024-02-09,W,241,139,49,88,0.557,14,31,0.452,27,32,0.844,S
CHA,2024-02-09,L,239,84,27,79,0.342,7,29,0.241,23,29,0.793,N
NOP,2024-02-09,L,241,122,46,89,0.517,11,29,0.379,19,23,0.826,S
PHI,2024-02-09,L,241,121,42,98,0.429,15,45,0.333,22,29,0.759,S
ATL,2024-02-09,W,240,127,42,81,0.519,16,36,0.444,27,33,0.818,S
MIL,2024-02-09,W,241,120,41,94,0.436,18,52,0.346,20,24,0.833,S
SAC,2024-02-09,W,242,135,51,87,0.586,17,34,0.5,16,18,0.889,S
BOS,2024-02-09,W,240,133,48,92,0.522,11,34,0.324,26,28,0.929,S
TOR,2024-02-09,W,240,107,40,95,0.421,10,33,0.303,17,19,0.895,S
DEN,2024-02-09,L,240,106,38,82,0.463,10,29,0.345,20,28,0.714,S
HOU,2024-02-09,L,240,104,38,85,0.447,15,38,0.395,13,16,0.813,S
ORL,2024-02-08,W,240,127,49,82,0.598,16,27,0.593,13,20,0.65,S
POR,2024-02-08,L,265,122,41,89,0.461,11,30,0.367,29,33,0.879,S
IND,2024-02-08,L,240,109,39,81,0.481,12,31,0.387,19,27,0.704,S
SAS,2024-02-08,L,239,111,42,81,0.519,11,35,0.314,16,17,0.941,S
PHX,2024-02-08,W,238,129,52,88,0.591,14,29,0.483,11,16,0.688,S
DEN,2024-02-08,W,239,114,47,97,0.485,14,32,0.438,6,7,0.857,S
LAL,2024-02-08,L,239,106,41,89,0.461,8,25,0.32,16,22,0.727,S
BKN,2024-02-08,L,239,95,37,93,0.398,10,25,0.4,11,14,0.786,N
MIN,2024-02-08,W,241,129,48,87,0.552,21,41,0.512,12,16,0.75,S
NYK,2024-02-08,L,239,108,42,94,0.447,14,37,0.378,10,11,0.909,S
CLE,2024-02-08,W,240,118,43,80,0.538,15,37,0.405,17,17,1.0,S
MEM,2024-02-08,L,240,110,42,91,0.462,18,46,0.391,8,13,0.615,S
GSW,2024-02-08,W,241,131,52,93,0.559,17,32,0.531,10,13,0.769,S
MIL,2024-02-08,L,239,105,40,81,0.494,14,33,0.424,11,16,0.688,S
DAL,2024-02-08,W,239,122,43,82,0.524,18,42,0.429,18,23,0.783,S
UTA,2024-02-08,L,241,115,41,94,0.436,12,35,0.343,21,31,0.677,S
CHI,2024-02-08,W,240,118,43,79,0.544,12,26,0.462,20,22,0.909,S
DET,2024-02-08,W,266,128,45,93,0.484,16,27,0.593,22,31,0.71,S
PHI,2024-02-07,L,240,104,41,98,0.418,8,32,0.25,14,14,1.0,S
SAS,2024-02-07,L,240,104,41,90,0.456,12,37,0.324,10,17,0.588,S
LAC,2024-02-07,L,238,106,36,78,0.462,12,32,0.375,22,26,0.846,S
SAC,2024-02-07,L,240,120,45,95,0.474,15,44,0.341,15,22,0.682,S
TOR,2024-02-07,W,240,123,43,81,0.531,17,33,0.515,20,24,0.833,S
ATL,2024-02-07,L,240,117,43,102,0.422,13,41,0.317,18,20,0.9,S
BOS,2024-02-07,W,240,125,49,93,0.527,17,49,0.347,10,11,0.909,S
CHA,2024-02-07,L,239,117,44,90,0.489,16,39,0.41,13,20,0.65,S
CLE,2024-02-07,W,240,114,43,88,0.489,12,35,0.343,16,22,0.727,S
GSW,2024-02-07,W,239,127,47,94,0.5,16,38,0.421,17,22,0.773,S
NOP,2024-02-07,W,239,117,47,88,0.534,12,32,0.375,11,16,0.688,S
WAS,2024-02-07,L,240,106,42,94,0.447,16,40,0.4,6,9,0.667,S
MIA,2024-02-07,W,239,116,43,87,0.494,12,38,0.316,18,23,0.783,S
DET,2024-02-07,W,238,133,47,84,0.56,17,31,0.548,22,22,1.0,S
NYK,2024-02-06,W,239,123,48,86,0.558,11,27,0.407,16,20,0.8,S
MEM,2024-02-06,L,241,113,41,80,0.513,21,37,0.568,10,16,0.625,S
IND,2024-02-06,W,239,132,54,86,0.628,15,32,0.469,9,14,0.643,S
CHI,2024-02-06,W,265,129,45,93,0.484,12,30,0.4,27,32,0.844,S
UTA,2024-02-06,W,240,124,46,89,0.517,14,35,0.4,18,20,0.9,S
PHX,2024-02-06,W,240,114,44,87,0.506,8,28,0.286,18,27,0.667,S
HOU,2024-02-06,L,240,129,50,97,0.515,12,25,0.48,17,23,0.739,S
MIL,2024-02-06,L,240,106,39,90,0.433,13,40,0.325,15,25,0.6,S
MIA,2024-02-06,W,239,121,47,87,0.54,13,36,0.361,14,18,0.778,S
BKN,2024-02-06,L,241,107,41,91,0.451,12,33,0.364,13,15,0.867,S
OKC,2024-02-06,L,239,117,43,90,0.478,19,37,0.514,12,18,0.667,S
ORL,2024-02-06,L,239,95,35,80,0.438,10,35,0.286,15,21,0.714,N
MIN,2024-02-06,L,265,123,42,92,0.457,20,45,0.444,19,26,0.731,S
DAL,2024-02-06,W,240,119,46,91,0.505,19,43,0.442,8,13,0.615,S
