team_abbreviation,game_date,wl,min,pts,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,over_100
TOR,2023-11-29,W,241,112,42,93,0.452,10,27,0.37,18,21,0.857,S
DET,2023-11-29,L,240,107,40,97,0.412,15,36,0.417,12,14,0.857,S
SAC,2023-11-29,L,240,117,40,86,0.465,13,41,0.317,24,28,0.857,S
LAL,2023-11-29,W,240,133,45,88,0.511,12,34,0.353,31,38,0.816,S
HOU,2023-11-29,L,241,124,47,86,0.547,16,41,0.39,14,19,0.737,S
PHX,2023-11-29,L,242,105,38,94,0.404,7,26,0.269,22,23,0.957,S
MIL,2023-11-28,W,240,131,47,88,0.534,13,35,0.371,24,27,0.889,S
NYK,2023-11-28,W,241,115,41,88,0.466,15,38,0.395,18,20,0.9,S
GSW,2023-11-28,L,241,123,40,83,0.482,17,41,0.415,26,30,0.867,S
DAL,2023-11-28,W,241,121,42,89,0.472,12,34,0.353,25,29,0.862,S
ATL,2023-11-28,L,239,105,35,101,0.347,13,44,0.295,22,24,0.917,S
MIA,2023-11-28,L,240,124,48,94,0.511,14,30,0.467,14,21,0.667,S
MIN,2023-11-28,W,240,106,33,78,0.423,14,33,0.424,26,32,0.813,S
CHI,2023-11-28,L,241,97,39,90,0.433,9,28,0.321,10,18,0.556,N
BKN,2023-11-28,W,241,115,40,89,0.449,13,38,0.342,22,26,0.846,S
SAC,2023-11-28,W,240,124,41,91,0.451,15,44,0.341,27,42,0.643,S
CLE,2023-11-28,W,240,128,50,93,0.538,13,36,0.361,15,17,0.882,S
BOS,2023-11-28,W,241,124,47,90,0.522,21,49,0.429,9,12,0.75,S
OKC,2023-11-28,L,240,103,37,90,0.411,11,30,0.367,18,23,0.783,S
CHA,2023-11-28,L,241,91,37,89,0.416,13,31,0.419,4,7,0.571,N
HOU,2023-11-28,L,241,115,42,85,0.494,8,29,0.276,23,29,0.793,S
TOR,2023-11-28,L,241,103,39,101,0.386,13,36,0.361,12,19,0.632,S
LAL,2023-11-27,L,240,94,39,83,0.47,7,28,0.25,9,13,0.692,N
WAS,2023-11-27,W,240,126,45,89,0.506,10,29,0.345,26,28,0.929,S
DET,2023-11-27,L,240,107,43,102,0.422,8,38,0.211,13,19,0.684,S
LAC,2023-11-27,L,240,104,35,85,0.412,6,20,0.3,28,34,0.824,S
NOP,2023-11-27,L,240,112,44,88,0.5,7,22,0.318,17,25,0.68,S
UTA,2023-11-27,W,240,114,37,88,0.42,17,48,0.354,23,28,0.821,S
DEN,2023-11-27,W,242,113,44,92,0.478,10,22,0.455,15,28,0.536,S
POR,2023-11-27,W,240,114,40,85,0.471,9,18,0.5,25,31,0.806,S
IND,2023-11-27,L,240,110,42,88,0.477,8,33,0.242,18,24,0.75,S
PHI,2023-11-27,W,238,138,47,93,0.505,22,46,0.478,22,26,0.846,S
PHX,2023-11-26,W,241,116,42,91,0.462,16,38,0.421,16,21,0.762,S
BKN,2023-11-26,W,239,118,41,83,0.494,25,53,0.472,11,15,0.733,S
CLE,2023-11-26,W,239,105,45,97,0.464,10,31,0.323,5,6,0.833,S
POR,2023-11-26,L,240,102,37,91,0.407,13,32,0.406,15,20,0.75,S
MIL,2023-11-26,W,240,108,35,89,0.393,14,42,0.333,24,32,0.75,S
CHA,2023-11-26,L,241,117,44,83,0.53,13,30,0.433,16,25,0.64,S
MIN,2023-11-26,W,239,119,43,81,0.531,15,34,0.441,18,23,0.783,S
ATL,2023-11-26,L,240,103,36,88,0.409,19,53,0.358,12,19,0.632,S
NYK,2023-11-26,L,240,113,39,86,0.453,12,29,0.414,23,32,0.719,S
MEM,2023-11-26,L,239,97,34,88,0.386,10,37,0.27,19,27,0.704,N
SAS,2023-11-26,L,241,120,42,93,0.452,14,37,0.378,22,26,0.846,S
BOS,2023-11-26,W,239,113,42,95,0.442,13,47,0.277,16,20,0.8,S
ORL,2023-11-26,W,240,130,47,87,0.54,10,27,0.37,26,33,0.788,S
TOR,2023-11-26,L,240,102,37,89,0.416,8,32,0.25,20,29,0.69,S
DEN,2023-11-26,W,241,132,50,89,0.562,12,28,0.429,20,25,0.8,S
CHI,2023-11-26,L,240,109,40,83,0.482,12,32,0.375,17,22,0.773,S
PHI,2023-11-25,W,239,127,38,83,0.458,14,41,0.341,37,45,0.822,S
ATL,2023-11-25,W,239,136,52,102,0.51,18,37,0.486,14,20,0.7,S
LAC,2023-11-25,W,241,107,38,88,0.432,8,29,0.276,23,31,0.742,S
OKC,2023-11-25,L,242,123,43,98,0.439,16,43,0.372,21,26,0.808,S
MIA,2023-11-25,L,240,97,38,87,0.437,11,34,0.324,10,13,0.769,N
NOP,2023-11-25,L,240,100,39,93,0.419,11,36,0.306,11,18,0.611,N
WAS,2023-11-25,L,241,108,43,88,0.489,10,38,0.263,12,12,1.0,S
UTA,2023-11-25,W,239,105,38,87,0.437,15,43,0.349,14,17,0.824,S
BKN,2023-11-25,W,240,112,39,78,0.5,14,36,0.389,20,23,0.87,S
DAL,2023-11-25,L,239,88,34,91,0.374,9,38,0.237,11,14,0.786,N
LAL,2023-11-25,W,241,121,47,90,0.522,9,27,0.333,18,21,0.857,S
CLE,2023-11-25,L,241,115,43,91,0.473,9,28,0.321,20,23,0.87,S
NOP,2023-11-24,W,240,116,43,88,0.489,10,24,0.417,20,27,0.741,S
MIA,2023-11-24,L,240,98,34,87,0.391,10,37,0.27,20,21,0.952,N
MEM,2023-11-24,L,243,89,37,80,0.463,9,33,0.273,6,10,0.6,N
LAC,2023-11-24,L,241,106,42,92,0.457,11,37,0.297,11,17,0.647,S
BOS,2023-11-24,L,240,96,31,76,0.408,7,29,0.241,27,37,0.73,N
IND,2023-11-24,W,240,136,49,102,0.48,16,38,0.421,22,24,0.917,S
SAC,2023-11-24,W,239,124,49,100,0.49,17,35,0.486,9,11,0.818,S
WAS,2023-11-24,L,240,128,48,100,0.48,15,37,0.405,17,21,0.81,S
TOR,2023-11-24,W,241,121,44,83,0.53,13,39,0.333,20,27,0.741,S
ORL,2023-11-24,W,241,113,43,85,0.506,11,28,0.393,16,22,0.727,S
DET,2023-11-24,L,240,113,43,90,0.478,7,18,0.389,20,24,0.833,S
DEN,2023-11-24,L,240,86,32,94,0.34,7,30,0.233,15,21,0.714,N
CHI,2023-11-24,L,240,108,42,82,0.512,12,27,0.444,12,19,0.632,S
HOU,2023-11-24,W,241,105,40,82,0.488,12,29,0.414,13,15,0.867,S
GSW,2023-11-24,W,241,118,40,81,0.494,19,42,0.452,19,24,0.792,S
PHX,2023-11-24,W,240,110,39,76,0.513,11,31,0.355,21,28,0.75,S
MIL,2023-11-24,W,241,131,48,92,0.522,9,31,0.29,26,33,0.788,S
SAS,2023-11-24,L,240,112,45,100,0.45,12,47,0.255,10,12,0.833,S
MIN,2023-11-24,L,240,111,36,82,0.439,12,33,0.364,27,29,0.931,S
NYK,2023-11-24,W,240,100,39,81,0.481,10,29,0.345,12,18,0.667,N
PHI,2023-11-22,L,241,99,34,87,0.391,7,32,0.219,24,30,0.8,N
POR,2023-11-22,W,241,121,47,92,0.511,17,39,0.436,10,15,0.667,S
IND,2023-11-22,L,239,131,50,91,0.549,18,39,0.462,13,16,0.813,S
UTA,2023-11-22,L,240,105,37,79,0.468,10,31,0.323,21,26,0.808,S
HOU,2023-11-22,W,240,111,40,92,0.435,14,43,0.326,17,20,0.85,S
MEM,2023-11-22,L,239,91,27,82,0.329,7,32,0.219,30,35,0.857,N
CHI,2023-11-22,L,241,102,34,88,0.386,17,44,0.386,17,17,1.0,S
GSW,2023-11-22,L,240,115,43,90,0.478,10,32,0.313,19,29,0.655,S
BKN,2023-11-22,L,265,145,55,113,0.487,15,35,0.429,20,24,0.833,S
DAL,2023-11-22,W,240,104,38,96,0.396,16,50,0.32,12,16,0.75,S
MIL,2023-11-22,L,242,116,45,101,0.446,13,34,0.382,13,17,0.765,S
WAS,2023-11-22,L,239,114,44,97,0.454,11,32,0.344,15,18,0.833,S
DEN,2023-11-22,L,240,119,44,93,0.473,15,35,0.429,16,21,0.762,S
MIA,2023-11-22,W,240,129,46,88,0.523,20,35,0.571,17,21,0.81,S
CLE,2023-11-22,L,240,96,36,77,0.468,14,30,0.467,10,14,0.714,N
LAC,2023-11-22,W,241,109,39,85,0.459,9,28,0.321,22,29,0.759,S
SAC,2023-11-22,L,242,112,34,76,0.447,15,44,0.341,29,35,0.829,S
MIN,2023-11-22,W,241,112,43,89,0.483,10,26,0.385,16,24,0.667,S
ATL,2023-11-22,W,264,147,51,116,0.44,18,49,0.367,27,29,0.931,S
NOP,2023-11-22,W,241,117,41,87,0.471,7,30,0.233,28,37,0.757,S
ORL,2023-11-22,W,240,124,44,81,0.543,10,29,0.345,26,30,0.867,S
BOS,2023-11-22,W,240,119,44,84,0.524,17,42,0.405,14,17,0.824,S
PHX,2023-11-22,W,241,123,34,76,0.447,11,28,0.393,44,52,0.846,S
SAS,2023-11-22,L,241,102,35,91,0.385,11,38,0.289,21,23,0.913,S
CHA,2023-11-22,W,240,117,43,91,0.473,16,37,0.432,15,21,0.714,S
LAL,2023-11-22,L,239,101,39,84,0.464,11,29,0.379,12,19,0.632,S
TOR,2023-11-22,W,240,132,48,90,0.533,11,27,0.407,25,30,0.833,S
OKC,2023-11-22,W,241,116,37,75,0.493,11,29,0.379,31,38,0.816,S
PHI,2023-11-21,L,265,119,40,96,0.417,11,35,0.314,28,34,0.824,S
PHX,2023-11-21,W,239,120,43,76,0.566,7,17,0.412,27,28,0.964,S
TOR,2023-11-21,L,241,107,38,75,0.507,14,28,0.5,17,22,0.773,S
LAL,2023-11-21,W,240,131,49,86,0.57,11,29,0.379,22,27,0.815,S
ORL,2023-11-21,W,240,126,50,100,0.5,12,31,0.387,14,20,0.7,S
CLE,2023-11-21,W,265,122,46,94,0.489,9,25,0.36,21,25,0.84,S
POR,2023-11-21,L,241,107,38,87,0.437,14,31,0.452,17,20,0.85,S
UTA,2023-11-21,L,240,99,38,98,0.388,11,44,0.25,12,16,0.75,N
ATL,2023-11-21,L,240,152,57,95,0.6,15,31,0.484,23,28,0.821,S
IND,2023-11-21,W,240,157,57,94,0.606,22,45,0.489,21,28,0.75,S
CHI,2023-11-20,L,239,100,37,81,0.457,11,37,0.297,15,16,0.938,N
SAC,2023-11-20,L,240,93,33,87,0.379,11,45,0.244,16,24,0.667,N
LAC,2023-11-20,W,239,124,45,95,0.474,12,36,0.333,22,25,0.88,S
GSW,2023-11-20,W,240,121,36,77,0.468,21,43,0.488,28,33,0.848,S
HOU,2023-11-20,L,239,116,44,95,0.463,13,41,0.317,15,19,0.789,S
DEN,2023-11-20,W,239,107,40,87,0.46,11,28,0.393,16,21,0.762,S
NOP,2023-11-20,W,240,129,50,92,0.543,12,28,0.429,17,21,0.81,S
DET,2023-11-20,L,240,103,36,81,0.444,7,21,0.333,24,26,0.923,S
CHA,2023-11-20,W,265,121,46,104,0.442,13,39,0.333,16,17,0.941,S
NYK,2023-11-20,L,240,100,32,92,0.348,9,38,0.237,27,34,0.794,N
BOS,2023-11-20,L,264,118,42,97,0.433,16,50,0.32,18,28,0.643,S
WAS,2023-11-20,L,238,129,55,99,0.556,10,29,0.345,9,11,0.818,S
MIL,2023-11-20,W,238,142,55,94,0.585,11,29,0.379,21,28,0.75,S
MIN,2023-11-20,W,240,117,41,80,0.513,11,34,0.324,24,32,0.75,S
MIA,2023-11-20,W,239,118,42,84,0.5,17,35,0.486,17,20,0.85,S
SAS,2023-11-20,L,242,99,39,90,0.433,10,38,0.263,11,14,0.786,N
CLE,2023-11-19,W,240,121,45,82,0.549,11,27,0.407,20,26,0.769,S
DAL,2023-11-19,L,239,113,41,88,0.466,12,34,0.353,19,26,0.731,S
DET,2023-11-19,L,239,113,39,83,0.47,9,26,0.346,26,35,0.743,S
IND,2023-11-19,L,240,116,42,95,0.442,8,31,0.258,24,31,0.774,S
LAL,2023-11-19,W,240,105,39,83,0.47,6,29,0.207,21,29,0.724,S
ORL,2023-11-19,W,241,128,43,87,0.494,7,20,0.35,35,42,0.833,S
BOS,2023-11-19,W,241,102,35,77,0.455,12,31,0.387,20,25,0.8,S
SAC,2023-11-19,W,241,129,48,90,0.533,17,40,0.425,16,21,0.762,S
PHI,2023-11-19,W,239,121,44,94,0.468,16,35,0.457,17,18,0.944,S
DEN,2023-11-19,L,240,109,39,82,0.476,14,29,0.483,17,23,0.739,S
BKN,2023-11-19,L,240,99,38,81,0.469,11,28,0.393,12,16,0.75,N
PHX,2023-11-19,W,290,140,50,102,0.49,18,45,0.4,22,26,0.846,S
TOR,2023-11-19,W,240,142,55,102,0.539,14,36,0.389,18,29,0.621,S
POR,2023-11-19,L,238,91,34,85,0.4,9,34,0.265,14,21,0.667,N
HOU,2023-11-19,L,241,104,41,84,0.488,14,37,0.378,8,10,0.8,S
UTA,2023-11-19,L,290,137,48,115,0.417,15,46,0.326,26,32,0.813,S
OKC,2023-11-19,W,242,134,49,81,0.605,22,36,0.611,14,14,1.0,S
MEM,2023-11-19,L,239,100,37,95,0.389,17,44,0.386,9,10,0.9,N
MIN,2023-11-18,W,239,121,43,80,0.538,13,31,0.419,22,27,0.815,S
NYK,2023-11-18,W,240,122,46,91,0.505,16,37,0.432,14,19,0.737,S
SAS,2023-11-18,L,239,108,36,83,0.434,15,40,0.375,21,26,0.808,S
OKC,2023-11-18,W,265,130,52,100,0.52,8,23,0.348,18,20,0.9,S
MEM,2023-11-18,W,240,120,40,86,0.465,11,33,0.333,29,36,0.806,S
NOP,2023-11-18,L,240,120,44,86,0.512,12,29,0.414,20,23,0.87,S
CHI,2023-11-18,W,240,102,36,81,0.444,16,45,0.356,14,19,0.737,S
CHA,2023-11-18,L,241,108,40,82,0.488,17,35,0.486,11,13,0.846,S
DAL,2023-11-18,L,240,125,51,103,0.495,16,47,0.34,7,10,0.7,S
GSW,2023-11-18,L,266,123,44,97,0.454,18,46,0.391,17,21,0.81,S
MIL,2023-11-18,W,241,132,49,94,0.521,17,45,0.378,17,20,0.85,S
MIA,2023-11-18,L,240,97,33,77,0.429,12,36,0.333,19,23,0.826,N
WAS,2023-11-17,L,240,99,37,82,0.451,10,32,0.313,15,16,0.938,N
DET,2023-11-17,L,240,100,39,91,0.429,9,35,0.257,13,15,0.867,N
SAC,2023-11-17,W,241,129,46,85,0.541,18,42,0.429,19,24,0.792,S
MIL,2023-11-17,W,243,130,49,89,0.551,22,45,0.489,10,13,0.769,S
ORL,2023-11-17,W,240,103,38,79,0.481,11,34,0.324,16,23,0.696,S
CLE,2023-11-17,W,242,108,42,82,0.512,9,21,0.429,15,21,0.714,S
NYK,2023-11-17,W,240,120,45,91,0.495,16,38,0.421,14,20,0.7,S
HOU,2023-11-17,L,241,100,38,88,0.432,10,31,0.323,14,20,0.7,N
LAL,2023-11-17,W,241,107,40,81,0.494,12,29,0.414,15,22,0.682,S
CHA,2023-11-17,L,241,99,37,91,0.407,6,26,0.231,19,22,0.864,N
UTA,2023-11-17,L,239,128,43,85,0.506,16,36,0.444,26,31,0.839,S
TOR,2023-11-17,L,239,105,42,87,0.483,12,33,0.364,9,14,0.643,S
SAS,2023-11-17,L,239,120,43,92,0.467,15,36,0.417,19,23,0.826,S
PHI,2023-11-17,W,238,126,43,88,0.489,13,30,0.433,27,28,0.964,S
POR,2023-11-17,L,241,95,36,89,0.404,10,37,0.27,13,18,0.722,N
DEN,2023-11-17,L,240,110,47,96,0.49,10,40,0.25,6,12,0.5,S
NOP,2023-11-17,W,240,115,46,88,0.523,12,23,0.522,11,21,0.524,S
BOS,2023-11-17,W,240,108,42,92,0.457,16,46,0.348,8,9,0.889,S
LAC,2023-11-17,W,239,106,36,83,0.434,13,34,0.382,21,30,0.7,S
ATL,2023-11-17,L,239,116,40,89,0.449,12,33,0.364,24,30,0.8,S
CHI,2023-11-17,L,241,97,35,79,0.443,10,29,0.345,17,22,0.773,N
PHX,2023-11-17,W,240,131,45,86,0.523,18,33,0.545,23,26,0.885,S
GSW,2023-11-16,L,240,109,40,98,0.408,14,41,0.341,15,19,0.789,S
MIA,2023-11-16,W,241,122,42,81,0.519,15,35,0.429,23,24,0.958,S
OKC,2023-11-16,W,240,128,44,87,0.506,19,32,0.594,21,23,0.913,S
BKN,2023-11-16,L,240,115,40,85,0.471,14,36,0.389,21,27,0.778,S
BOS,2023-11-15,W,239,117,42,88,0.477,18,50,0.36,15,19,0.789,S
NYK,2023-11-15,W,241,116,45,94,0.479,16,34,0.471,10,11,0.909,S
ATL,2023-11-15,L,238,114,41,75,0.547,12,31,0.387,20,26,0.769,S
LAL,2023-11-15,L,239,110,42,83,0.506,11,29,0.379,15,19,0.789,S
MIN,2023-11-15,L,242,115,42,92,0.457,5,27,0.185,26,28,0.929,S
CLE,2023-11-15,W,242,109,42,75,0.56,9,30,0.3,16,21,0.762,S
ORL,2023-11-15,W,242,96,32,82,0.39,8,28,0.286,24,30,0.8,N
DAL,2023-11-15,W,241,130,48,92,0.522,17,42,0.405,17,29,0.586,S
POR,2023-11-15,L,242,95,34,91,0.374,13,38,0.342,14,16,0.875,N
WAS,2023-11-15,L,241,117,43,89,0.483,12,36,0.333,19,23,0.826,S
PHX,2023-11-15,W,241,133,51,85,0.6,17,31,0.548,14,15,0.933,S
TOR,2023-11-15,L,241,112,38,96,0.396,9,33,0.273,27,31,0.871,S
SAC,2023-11-15,W,240,125,48,96,0.5,16,44,0.364,13,17,0.765,S
MIL,2023-11-15,W,239,128,44,85,0.518,20,39,0.513,20,21,0.952,S
PHI,2023-11-15,L,240,107,39,85,0.459,11,30,0.367,18,22,0.818,S
CHI,2023-11-15,L,239,94,33,83,0.398,9,33,0.273,19,22,0.864,N
UTA,2023-11-14,W,240,115,44,95,0.463,13,43,0.302,14,15,0.933,S
LAC,2023-11-14,L,238,108,37,86,0.43,13,29,0.448,21,24,0.875,S
OKC,2023-11-14,W,241,123,46,89,0.517,15,39,0.385,16,20,0.8,S
MIA,2023-11-14,W,240,111,40,83,0.482,8,31,0.258,23,28,0.821,S
NOP,2023-11-14,W,241,131,49,94,0.521,14,38,0.368,19,26,0.731,S
SAS,2023-11-14,L,241,87,36,93,0.387,9,30,0.3,6,9,0.667,N
POR,2023-11-14,L,241,99,37,88,0.42,11,35,0.314,14,20,0.7,N
LAL,2023-11-14,W,241,134,47,81,0.58,22,35,0.629,18,24,0.75,S
ATL,2023-11-14,W,240,126,45,87,0.517,12,33,0.364,24,26,0.923,S
BKN,2023-11-14,W,241,124,46,85,0.541,19,39,0.487,13,20,0.65,S
ORL,2023-11-14,L,239,104,36,82,0.439,16,46,0.348,16,21,0.762,S
MEM,2023-11-14,L,239,107,39,106,0.368,20,53,0.377,9,12,0.75,S
DEN,2023-11-14,W,240,111,39,73,0.534,8,23,0.348,25,32,0.781,S
PHI,2023-11-14,L,241,126,43,86,0.5,6,22,0.273,34,35,0.971,S
MIN,2023-11-14,W,239,104,36,81,0.444,14,34,0.412,18,21,0.857,S
CHA,2023-11-14,L,240,105,36,81,0.444,15,32,0.469,18,22,0.818,S
DAL,2023-11-14,L,239,110,38,90,0.422,14,42,0.333,20,26,0.769,S
GSW,2023-11-14,L,242,101,37,88,0.42,13,39,0.333,14,16,0.875,S
IND,2023-11-14,W,240,132,48,93,0.516,13,37,0.351,23,33,0.697,S
DET,2023-11-14,L,240,120,47,90,0.522,10,29,0.345,16,23,0.696,S
SAC,2023-11-13,W,240,132,49,83,0.59,20,42,0.476,14,22,0.636,S
NYK,2023-11-13,L,240,98,33,79,0.418,15,35,0.429,17,24,0.708,N
MIL,2023-11-13,W,240,118,42,89,0.472,15,47,0.319,19,27,0.704,S
BOS,2023-11-13,W,238,114,40,79,0.506,19,43,0.442,15,16,0.938,S
WAS,2023-11-13,L,239,107,43,84,0.512,12,26,0.462,9,12,0.75,S
TOR,2023-11-13,W,241,111,45,90,0.5,4,20,0.2,17,25,0.68,S
CLE,2023-11-13,L,240,120,45,91,0.495,16,35,0.457,14,17,0.824,S
CHI,2023-11-13,L,239,109,38,100,0.38,14,42,0.333,19,21,0.905,S
MEM,2023-11-12,W,240,105,37,88,0.42,13,41,0.317,18,24,0.75,S
OKC,2023-11-12,W,240,111,40,82,0.488,10,27,0.37,21,25,0.84,S
LAL,2023-11-12,W,240,116,41,84,0.488,4,19,0.211,30,37,0.811,S
DEN,2023-11-12,L,241,104,42,91,0.462,9,32,0.281,11,14,0.786,S
LAC,2023-11-12,L,239,101,37,85,0.435,12,34,0.353,15,23,0.652,S
CHA,2023-11-12,L,240,107,44,94,0.468,12,35,0.343,7,11,0.636,S
PHI,2023-11-12,W,240,137,53,105,0.505,14,33,0.424,17,20,0.85,S
WAS,2023-11-12,L,241,94,33,88,0.375,10,41,0.244,18,25,0.72,N
GSW,2023-11-12,L,239,110,37,96,0.385,12,43,0.279,24,28,0.857,S
MIN,2023-11-12,W,240,116,43,82,0.524,9,27,0.333,21,30,0.7,S
IND,2023-11-12,L,241,126,47,90,0.522,16,39,0.41,16,19,0.842,S
PHX,2023-11-12,L,240,99,32,83,0.386,9,29,0.31,26,31,0.839,N
MIA,2023-11-12,W,240,118,39,89,0.438,12,31,0.387,28,30,0.933,S
DET,2023-11-12,L,239,108,38,88,0.432,11,32,0.344,21,26,0.808,S
CHI,2023-11-12,W,240,119,44,91,0.484,11,30,0.367,20,25,0.8,S
NYK,2023-11-12,W,242,129,47,87,0.54,15,36,0.417,20,30,0.667,S
BKN,2023-11-12,W,240,102,37,98,0.378,12,49,0.245,16,20,0.8,S
DAL,2023-11-12,W,241,136,50,102,0.49,20,53,0.377,16,21,0.762,S
HOU,2023-11-12,W,241,107,37,87,0.425,10,32,0.313,23,29,0.793,S
NOP,2023-11-12,L,241,124,47,92,0.511,17,36,0.472,13,22,0.591,S
POR,2023-11-12,L,241,110,45,90,0.5,13,37,0.351,7,9,0.778,S
SAS,2023-11-12,L,238,113,42,91,0.462,19,44,0.432,10,12,0.833,S
GSW,2023-11-11,L,240,110,37,90,0.411,13,38,0.342,23,30,0.767,S
MIA,2023-11-11,W,239,117,41,84,0.488,12,38,0.316,23,25,0.92,S
ATL,2023-11-11,L,240,109,38,87,0.437,18,46,0.391,15,18,0.833,S
CLE,2023-11-11,W,242,118,37,86,0.43,11,30,0.367,33,43,0.767,S
ORL,2023-11-11,W,238,112,36,84,0.429,10,26,0.385,30,35,0.857,S
BOS,2023-11-11,W,242,117,47,86,0.547,15,44,0.341,8,13,0.615,S
MIL,2023-11-11,L,242,97,38,77,0.494,9,29,0.31,12,25,0.48,N
TOR,2023-11-11,L,241,94,35,91,0.385,10,37,0.27,14,16,0.875,N
SAC,2023-11-10,W,241,105,38,91,0.418,13,47,0.277,16,21,0.762,S
UTA,2023-11-10,W,240,127,41,76,0.539,18,37,0.486,27,29,0.931,S
BOS,2023-11-10,W,241,121,41,94,0.436,19,52,0.365,20,28,0.714,S
CHA,2023-11-10,W,241,124,50,110,0.455,6,28,0.214,18,28,0.643,S
SAS,2023-11-10,L,240,110,43,92,0.467,12,34,0.353,12,19,0.632,S
NOP,2023-11-10,L,240,101,34,75,0.453,8,25,0.32,25,34,0.735,S
LAL,2023-11-10,W,240,122,42,84,0.5,12,27,0.444,26,34,0.765,S
DET,2023-11-10,L,241,106,40,86,0.465,8,28,0.286,18,22,0.818,S
MEM,2023-11-10,L,240,121,46,101,0.455,19,48,0.396,10,13,0.769,S
WAS,2023-11-10,L,240,117,43,88,0.489,14,38,0.368,17,20,0.85,S
HOU,2023-11-10,W,240,104,36,88,0.409,10,35,0.286,22,28,0.786,S
PHX,2023-11-10,L,242,119,42,94,0.447,15,37,0.405,20,27,0.741,S
MIN,2023-11-10,W,239,117,43,87,0.494,10,27,0.37,21,27,0.778,S
OKC,2023-11-10,L,240,98,39,87,0.448,7,30,0.233,13,16,0.813,N
PHI,2023-11-10,W,239,114,35,83,0.422,9,28,0.321,35,41,0.854,S
LAC,2023-11-10,L,240,126,43,88,0.489,8,27,0.296,32,36,0.889,S
BKN,2023-11-10,L,239,107,38,85,0.447,15,37,0.405,16,18,0.889,S
DAL,2023-11-10,W,240,144,51,98,0.52,19,42,0.452,23,26,0.885,S
ATL,2023-11-09,W,240,120,41,85,0.482,15,39,0.385,23,30,0.767,S
ORL,2023-11-09,L,240,119,42,90,0.467,10,27,0.37,25,35,0.714,S
IND,2023-11-09,W,239,126,44,92,0.478,20,48,0.417,18,20,0.9,S
MIL,2023-11-09,L,240,124,46,87,0.529,9,27,0.333,23,26,0.885,S
WAS,2023-11-08,W,240,132,47,97,0.485,18,43,0.419,20,25,0.8,S
NOP,2023-11-08,L,240,101,36,93,0.387,8,28,0.286,21,22,0.955,S
MIL,2023-11-08,W,241,120,41,90,0.456,11,37,0.297,27,32,0.844,S
DAL,2023-11-08,L,240,116,40,84,0.476,17,41,0.415,19,31,0.613,S
CLE,2023-11-08,L,240,120,42,83,0.506,9,29,0.31,27,37,0.73,S
DEN,2023-11-08,W,240,108,41,92,0.446,11,35,0.314,15,22,0.682,S
PHX,2023-11-08,W,264,116,38,90,0.422,19,48,0.396,21,25,0.84,S
LAC,2023-11-08,L,239,93,36,91,0.396,8,36,0.222,13,13,1.0,N
CHA,2023-11-08,L,240,116,41,79,0.519,8,25,0.32,26,35,0.743,S
CHI,2023-11-08,L,266,115,42,96,0.438,14,33,0.424,17,23,0.739,S
NYK,2023-11-08,W,242,126,46,100,0.46,19,42,0.452,15,22,0.682,S
SAC,2023-11-08,W,265,121,41,89,0.461,11,37,0.297,28,38,0.737,S
TOR,2023-11-08,W,241,127,49,99,0.495,11,36,0.306,18,27,0.667,S
BOS,2023-11-08,L,241,103,36,91,0.396,15,47,0.319,16,19,0.842,S
MIA,2023-11-08,W,241,108,35,77,0.455,11,28,0.393,27,32,0.844,S
POR,2023-11-08,L,265,118,44,87,0.506,8,22,0.364,22,29,0.759,S
UTA,2023-11-08,L,240,118,45,96,0.469,11,27,0.407,17,18,0.944,S
OKC,2023-11-08,W,241,128,44,86,0.512,12,28,0.429,28,30,0.933,S
SAS,2023-11-08,L,240,105,44,90,0.489,9,34,0.265,8,13,0.615,S
MIN,2023-11-08,W,240,122,45,82,0.549,15,37,0.405,17,24,0.708,S
IND,2023-11-08,W,239,134,52,101,0.515,13,41,0.317,17,20,0.85,S
PHI,2023-11-08,W,240,106,42,95,0.442,9,34,0.265,13,15,0.867,S
GSW,2023-11-08,L,240,105,37,86,0.43,11,35,0.314,20,26,0.769,S
DET,2023-11-08,L,240,118,48,98,0.49,7,29,0.241,15,16,0.938,S
LAL,2023-11-08,L,241,94,36,85,0.424,7,25,0.28,15,24,0.625,N
HOU,2023-11-08,W,239,128,51,93,0.548,14,33,0.424,12,19,0.632,S
MEM,2023-11-08,L,240,102,35,90,0.389,11,37,0.297,21,28,0.75,S
BKN,2023-11-08,W,240,100,37,92,0.402,15,41,0.366,11,13,0.846,N
OKC,2023-11-06,W,240,126,45,94,0.479,14,35,0.4,22,23,0.957,S
NOP,2023-11-06,L,240,116,45,90,0.5,13,30,0.433,13,15,0.867,S
SAS,2023-11-06,L,242,111,40,94,0.426,8,26,0.308,23,30,0.767,S
ATL,2023-11-06,L,239,117,38,102,0.373,14,42,0.333,27,32,0.844,S
BOS,2023-11-06,L,265,109,36,92,0.391,11,39,0.282,26,34,0.765,S
PHI,2023-11-06,W,241,146,51,91,0.56,12,31,0.387,32,36,0.889,S
CHI,2023-11-06,W,240,130,48,93,0.516,18,34,0.529,16,19,0.842,S
WAS,2023-11-06,L,240,128,49,96,0.51,14,34,0.412,16,20,0.8,S
DEN,2023-11-06,W,240,134,51,95,0.537,15,39,0.385,17,23,0.739,S
MIA,2023-11-06,W,239,108,41,88,0.466,12,37,0.324,14,16,0.875,S
